Element[0]-1| Random: [1]
Element[156]-1| Random: [0]
Element[157]-1| Random: [1]
Element[158]-1| Random: [0]
Element[159]-1| Random: [0]
Element[160]-1| Random: [0]
Element[161]-1| Random: [0]
Element[162]-1| Random: [0]
Element[163]-1| Random: [1]
Element[164]-1| Random: [0]
Element[165]-1| Random: [1]
Element[166]-1| Random: [1]
Element[167]-1| Random: [0]
Element[168]-1| Random: [0]
Element[169]-1| Random: [0]
Element[170]-1| Random: [0]
Element[171]-1| Random: [0]
Element[172]-1| Random: [1]
Element[173]-1| Random: [0]
Element[174]-1| Random: [1]
Element[175]-1| Random: [1]
Element[176]-1| Random: [0]
Element[177]-1| Random: [1]
Element[178]-1| Random: [1]
Element[179]-1| Random: [1]
Element[180]-1| Random: [0]
Element[181]-1| Random: [1]
Element[182]-1| Random: [1]
Element[183]-1| Random: [0]
Element[184]-1| Random: [1]
Element[185]-1| Random: [1]
Element[186]-1| Random: [1]
Element[187]-1| Random: [1]
Element[188]-1| Random: [1]
Element[189]-1| Random: [0]
Element[190]-1| Random: [0]
Element[191]-1| Random: [1]
Element[192]-1| Random: [0]
Element[193]-1| Random: [0]
Element[194]-1| Random: [1]
Element[195]-1| Random: [0]
Element[196]-1| Random: [1]
Element[197]-1| Random: [1]
Element[198]-1| Random: [0]
Element[199]-1| Random: [0]
Element[200]-1| Random: [1]
Element[201]-1| Random: [0]
Element[202]-1| Random: [1]
Element[203]-1| Random: [1]
Element[204]-1| Random: [1]
Element[205]-1| Random: [1]
Element[206]-1| Random: [1]
Element[207]-1| Random: [0]
Element[208]-1| Random: [0]
Element[209]-1| Random: [0]
Element[210]-1| Random: [0]
Element[211]-1| Random: [0]
Element[212]-1| Random: [0]
Element[213]-1| Random: [1]
Element[214]-1| Random: [0]
Element[215]-1| Random: [0]
Element[216]-1| Random: [0]
Element[217]-1| Random: [0]
Element[218]-1| Random: [0]
Element[219]-1| Random: [1]
Element[220]-1| Random: [1]
Element[221]-1| Random: [0]
Element[222]-1| Random: [1]
Element[223]-1| Random: [1]
Element[224]-1| Random: [1]
Element[225]-1| Random: [1]
Element[226]-1| Random: [1]
Element[227]-1| Random: [0]
Element[228]-1| Random: [0]
Element[229]-1| Random: [1]
Element[230]-1| Random: [1]
Element[231]-1| Random: [0]
Element[232]-1| Random: [1]
Element[233]-1| Random: [0]
Element[234]-1| Random: [1]
Element[235]-1| Random: [1]
Element[236]-1| Random: [1]
Element[237]-1| Random: [1]
Element[238]-1| Random: [0]
Element[239]-1| Random: [1]
Element[240]-1| Random: [0]
Element[241]-1| Random: [0]
Element[242]-1| Random: [1]
Element[243]-1| Random: [0]
Element[244]-1| Random: [0]
Element[245]-1| Random: [1]
Element[246]-1| Random: [0]
Element[247]-1| Random: [0]
Element[248]-1| Random: [1]
Element[249]-1| Random: [1]
Element[250]-1| Random: [1]
Element[251]-1| Random: [0]
Element[252]-1| Random: [1]
Element[253]-1| Random: [0]
Element[254]-1| Random: [0]
Element[255]-1| Random: [1]
Element[256]-1| Random: [1]
Element[257]-1| Random: [0]
Element[258]-1| Random: [1]
Element[259]-1| Random: [0]
Element[260]-1| Random: [0]
Element[261]-1| Random: [1]
Element[262]-1| Random: [0]
Element[263]-1| Random: [0]
Element[264]-1| Random: [1]
Element[265]-1| Random: [0]
Element[266]-1| Random: [1]
Element[267]-1| Random: [1]
Element[268]-1| Random: [1]
Element[269]-1| Random: [1]
Element[270]-1| Random: [1]
Element[271]-1| Random: [0]
Element[272]-1| Random: [1]
Element[273]-1| Random: [1]
Element[274]-1| Random: [0]
Element[275]-1| Random: [1]
Element[276]-1| Random: [1]
Element[277]-1| Random: [0]
Element[278]-1| Random: [0]
Element[279]-1| Random: [1]
Element[280]-1| Random: [1]
Element[281]-1| Random: [0]
Element[282]-1| Random: [1]
Element[283]-1| Random: [0]
Element[284]-1| Random: [0]
Element[285]-1| Random: [1]
Element[286]-1| Random: [0]
Element[287]-1| Random: [1]
Element[288]-1| Random: [0]
Element[289]-1| Random: [1]
Element[290]-1| Random: [0]
Element[291]-1| Random: [0]
Element[292]0| Random: [0]
Element[293]0| Random: [0]
Element[294]-1| Random: [0]
Element[295]-1| Random: [1]
Element[296]-1| Random: [0]
Element[297]-1| Random: [0]
Element[298]-1| Random: [0]
Element[299]-1| Random: [1]
Element[300]-1| Random: [0]
Element[301]-1| Random: [0]
Element[302]-1| Random: [0]
Element[303]-1| Random: [1]
Element[304]-1| Random: [0]
Element[305]-1| Random: [1]
Element[306]-1| Random: [1]
Element[307]-1| Random: [1]
Element[308]-1| Random: [0]
Element[309]-1| Random: [1]
Element[310]-1| Random: [0]
Element[311]-1| Random: [0]
Element[312]-1| Random: [1]
Element[313]-1| Random: [1]
Element[314]-1| Random: [0]
Element[315]-1| Random: [0]
Element[316]-1| Random: [1]
Element[317]-1| Random: [1]
Element[318]-1| Random: [1]
Element[319]-1| Random: [1]
Element[320]-1| Random: [1]
Element[321]-1| Random: [0]
Element[322]-1| Random: [0]
Element[323]-1| Random: [1]
Element[324]-1| Random: [1]
Element[325]-1| Random: [1]
Element[326]-1| Random: [1]
Element[327]-1| Random: [0]
Element[328]-1| Random: [1]
Element[329]-1| Random: [0]
Element[330]-1| Random: [1]
Element[331]-1| Random: [1]
Element[332]-1| Random: [0]
Element[333]-1| Random: [1]
Element[334]-1| Random: [0]
Element[335]-1| Random: [0]
Element[336]-1| Random: [0]
Element[337]-1| Random: [1]
Element[338]-1| Random: [1]
Element[339]-1| Random: [0]
Element[340]-1| Random: [0]
Element[341]-1| Random: [1]
Element[342]-1| Random: [1]
Element[343]-1| Random: [0]
Element[344]-1| Random: [1]
Element[345]-1| Random: [0]
Element[346]-1| Random: [1]
Element[347]-1| Random: [0]
Element[348]-1| Random: [0]
Element[349]-1| Random: [0]
Element[350]-1| Random: [1]
Element[351]-1| Random: [1]
Element[352]-1| Random: [0]
Element[353]-1| Random: [1]
Element[354]-1| Random: [1]
Element[355]-1| Random: [0]
Element[356]-1| Random: [0]
Element[357]-1| Random: [1]
Element[358]-1| Random: [1]
Element[359]-1| Random: [0]
Element[360]-1| Random: [1]
Element[361]-1| Random: [0]
Element[362]-1| Random: [1]
Element[363]-1| Random: [0]
Element[364]-1| Random: [0]
Element[365]-1| Random: [0]
Element[366]-1| Random: [0]
Element[367]-1| Random: [0]
Element[368]-1| Random: [1]
Element[369]-1| Random: [1]
Element[370]-1| Random: [0]
Element[371]-1| Random: [1]
Element[372]-1| Random: [1]
Element[373]-1| Random: [1]
Element[374]-1| Random: [0]
Element[375]-1| Random: [1]
Element[376]-1| Random: [0]
Element[377]-1| Random: [1]
Element[378]-1| Random: [1]
Element[379]-1| Random: [0]
Element[380]-1| Random: [1]
Element[381]-1| Random: [0]
Element[382]-1| Random: [0]
Element[383]-1| Random: [1]
Element[384]-1| Random: [0]
Element[385]-1| Random: [0]
Element[386]-1| Random: [1]
Element[387]-1| Random: [0]
Element[388]-1| Random: [0]
Element[389]-1| Random: [1]
Element[390]-1| Random: [0]
Element[391]-1| Random: [1]
Element[392]-1| Random: [0]
Element[393]-1| Random: [0]
Element[394]-1| Random: [1]
Element[395]-1| Random: [0]
Element[396]-1| Random: [1]
Element[397]-1| Random: [0]
Element[398]-1| Random: [1]
Element[399]-1| Random: [1]
Element[400]-1| Random: [1]
Element[401]-1| Random: [0]
Element[402]-1| Random: [0]
Element[403]-1| Random: [1]
Element[404]-1| Random: [1]
Element[405]-1| Random: [1]
Element[406]-1| Random: [0]
Element[407]-1| Random: [0]
Element[408]-1| Random: [1]
Element[409]-1| Random: [1]
Element[410]-1| Random: [1]
Element[411]-1| Random: [1]
Element[412]-1| Random: [0]
Element[413]-1| Random: [0]
Element[414]-1| Random: [0]
Element[415]-1| Random: [1]
Element[416]-1| Random: [0]
Element[417]-1| Random: [0]
Element[418]-1| Random: [1]
Element[419]-1| Random: [0]
Element[420]-1| Random: [1]
Element[421]-1| Random: [1]
Element[422]-1| Random: [0]
Element[423]-1| Random: [0]
Element[424]-1| Random: [1]
Element[425]-1| Random: [1]
Element[426]-1| Random: [1]
Element[427]-1| Random: [0]
Element[428]-1| Random: [1]
Element[429]-1| Random: [1]
Element[430]-1| Random: [0]
Element[431]-1| Random: [1]
Element[432]-1| Random: [1]
Element[433]-1| Random: [0]
Element[434]-1| Random: [1]
Element[435]-1| Random: [0]
Element[436]-1| Random: [1]
Element[437]-1| Random: [1]
Element[438]-1| Random: [1]
Element[439]-1| Random: [1]
Element[440]-1| Random: [1]
Element[441]-1| Random: [0]
Element[442]-1| Random: [0]
Element[443]-1| Random: [1]
Element[444]-1| Random: [0]
Element[445]-1| Random: [1]
Element[446]-1| Random: [0]
Element[447]-1| Random: [0]
Element[448]-1| Random: [1]
Element[449]-1| Random: [0]
Element[450]-1| Random: [1]
Element[451]-1| Random: [0]
Element[452]-1| Random: [1]
Element[453]-1| Random: [1]
Element[454]-1| Random: [0]
Element[455]-1| Random: [1]
Element[456]-1| Random: [1]
Element[457]-1| Random: [0]
Element[458]-1| Random: [0]
Element[459]-1| Random: [0]
Element[460]-1| Random: [0]
Element[461]-1| Random: [1]
Element[462]-1| Random: [1]
Element[463]-1| Random: [0]
Element[464]-1| Random: [0]
Element[465]-1| Random: [0]
Element[466]-1| Random: [1]
Element[467]-1| Random: [0]
Element[468]-1| Random: [0]
Element[469]-1| Random: [0]
Element[470]-1| Random: [1]
Element[471]-1| Random: [0]
Element[472]-1| Random: [1]
Element[473]-1| Random: [0]
Element[474]-1| Random: [1]
Element[475]-1| Random: [1]
Element[476]-1| Random: [1]
Element[477]-1| Random: [0]
Element[478]-1| Random: [1]
Element[479]-1| Random: [0]
Element[480]-1| Random: [0]
Element[481]-1| Random: [1]
Element[482]-1| Random: [0]
Element[483]-1| Random: [0]
Element[484]-1| Random: [0]
Element[485]-1| Random: [1]
Element[486]-1| Random: [1]
Element[487]-1| Random: [1]
Element[488]-1| Random: [1]
Element[489]-1| Random: [1]
Element[490]-1| Random: [1]
Element[491]-1| Random: [1]
Element[492]-1| Random: [0]
Element[493]-1| Random: [1]
Element[494]-1| Random: [0]
Element[495]-1| Random: [0]
Element[496]-1| Random: [0]
Element[497]-1| Random: [0]
Element[498]-1| Random: [1]
Element[499]-1| Random: [1]
Element[500]-1| Random: [1]
Element[501]-1| Random: [0]
Element[502]-1| Random: [0]
Element[503]-1| Random: [0]
Element[504]-1| Random: [1]
Element[505]-1| Random: [0]
Element[506]-1| Random: [1]
Element[507]-1| Random: [1]
Element[508]-1| Random: [0]
Element[509]-1| Random: [1]
Element[510]-1| Random: [0]
Element[511]-1| Random: [1]
Element[512]-1| Random: [0]
Element[513]-1| Random: [0]
Element[514]-1| Random: [1]
Element[515]-1| Random: [0]
Element[516]-1| Random: [1]
Element[517]-1| Random: [1]
Element[518]-1| Random: [1]
Element[519]-1| Random: [0]
Element[520]-1| Random: [1]
Element[521]-1| Random: [0]
Element[522]-1| Random: [0]
Element[523]-1| Random: [1]
Element[524]-1| Random: [0]
Element[525]-1| Random: [1]
Element[526]-1| Random: [1]
Element[527]-1| Random: [1]
Element[528]-1| Random: [0]
Element[529]-1| Random: [1]
Element[530]-1| Random: [1]
Element[531]-1| Random: [0]
Element[532]-1| Random: [1]
Element[533]-1| Random: [1]
Element[534]-1| Random: [1]
Element[535]-1| Random: [1]
Element[536]0| Random: [1]
Element[537]0| Random: [1]
Element[538]-1| Random: [0]
Element[539]-1| Random: [0]
Element[540]-1| Random: [1]
Element[541]-1| Random: [0]
Element[542]-1| Random: [1]
Element[543]-1| Random: [1]
Element[544]-1| Random: [1]
Element[545]-1| Random: [0]
Element[546]-1| Random: [0]
Element[547]-1| Random: [1]
Element[548]-1| Random: [0]
Element[549]-1| Random: [0]
Element[550]-1| Random: [0]
Element[551]-1| Random: [0]
Element[552]-1| Random: [1]
Element[553]-1| Random: [1]
Element[554]-1| Random: [0]
Element[555]-1| Random: [1]
Element[556]-1| Random: [1]
Element[557]-1| Random: [1]
Element[558]-1| Random: [0]
Element[559]-1| Random: [0]
Element[560]-1| Random: [1]
Element[561]-1| Random: [1]
Element[562]-1| Random: [0]
Element[563]-1| Random: [1]
Element[564]-1| Random: [0]
Element[565]-1| Random: [1]
Element[566]-1| Random: [0]
Element[567]-1| Random: [1]
Element[568]-1| Random: [0]
Element[569]-1| Random: [1]
Element[570]-1| Random: [0]
Element[571]-1| Random: [1]
Element[572]-1| Random: [1]
Element[573]-1| Random: [1]
Element[574]-1| Random: [1]
Element[575]-1| Random: [1]
Element[576]-1| Random: [0]
Element[577]-1| Random: [1]
Element[578]-1| Random: [1]
Element[579]-1| Random: [1]
Element[580]-1| Random: [0]
Element[581]-1| Random: [0]
Element[582]-1| Random: [0]
Element[583]-1| Random: [0]
Element[584]-1| Random: [1]
Element[585]-1| Random: [1]
Element[586]-1| Random: [1]
Element[587]-1| Random: [1]
Element[588]-1| Random: [0]
Element[589]-1| Random: [0]
Element[590]-1| Random: [0]
Element[591]-1| Random: [0]
Element[592]-1| Random: [0]
Element[593]-1| Random: [1]
Element[594]-1| Random: [0]
Element[595]-1| Random: [0]
Element[596]-1| Random: [0]
Element[597]-1| Random: [1]
Element[598]-1| Random: [0]
Element[599]-1| Random: [1]
Element[600]-1| Random: [1]
Element[601]-1| Random: [0]
Element[602]-1| Random: [0]
Element[603]-1| Random: [1]
Element[604]-1| Random: [0]
Element[605]-1| Random: [0]
Element[606]-1| Random: [1]
Element[607]-1| Random: [1]
Element[608]-1| Random: [0]
Element[609]-1| Random: [1]
Element[610]-1| Random: [0]
Element[611]-1| Random: [0]
Element[612]-1| Random: [0]
Element[613]-1| Random: [1]
Element[614]-1| Random: [1]
Element[615]-1| Random: [0]
Element[616]-1| Random: [1]
Element[617]-1| Random: [0]
Element[618]-1| Random: [0]
Element[619]-1| Random: [0]
Element[620]-1| Random: [1]
Element[621]-1| Random: [0]
Element[622]-1| Random: [0]
Element[623]-1| Random: [1]
Element[624]-1| Random: [0]
Element[625]-1| Random: [0]
Element[626]-1| Random: [1]
Element[627]-1| Random: [0]
Element[628]-1| Random: [1]
Element[629]-1| Random: [1]
Element[630]-1| Random: [0]
Element[631]-1| Random: [1]
Element[632]-1| Random: [0]
Element[633]-1| Random: [0]
Element[634]-1| Random: [1]
Element[635]-1| Random: [0]
Element[636]-1| Random: [1]
Element[637]-1| Random: [1]
Element[638]-1| Random: [0]
Element[639]-1| Random: [0]
Element[640]-1| Random: [1]
Element[641]-1| Random: [1]
Element[642]-1| Random: [0]
Element[643]-1| Random: [1]
Element[644]-1| Random: [1]
Element[645]-1| Random: [1]
Element[646]-1| Random: [1]
Element[647]-1| Random: [1]
Element[648]-1| Random: [1]
Element[649]-1| Random: [1]
Element[650]-1| Random: [0]
Element[651]-1| Random: [0]
Element[652]-1| Random: [0]
Element[653]-1| Random: [0]
Element[654]-1| Random: [0]
Element[655]-1| Random: [0]
Element[656]-1| Random: [0]
Element[657]-1| Random: [0]
Element[658]-1| Random: [1]
Element[659]-1| Random: [1]
Element[660]-1| Random: [0]
Element[661]-1| Random: [0]
Element[662]-1| Random: [0]
Element[663]-1| Random: [1]
Element[664]-1| Random: [1]
Element[665]-1| Random: [1]
Element[666]-1| Random: [1]
Element[667]-1| Random: [0]
Element[668]-1| Random: [1]
Element[669]-1| Random: [1]
Element[670]-1| Random: [0]
Element[671]-1| Random: [0]
Element[672]-1| Random: [1]
Element[673]-1| Random: [0]
Element[674]-1| Random: [1]
Element[675]-1| Random: [0]
Element[676]-1| Random: [1]
Element[677]-1| Random: [1]
Element[678]-1| Random: [1]
Element[679]-1| Random: [0]
Element[680]-1| Random: [1]
Element[681]-1| Random: [1]
Element[682]-1| Random: [1]
Element[683]-1| Random: [0]
Element[684]-1| Random: [1]
Element[685]-1| Random: [0]
Element[686]-1| Random: [0]
Element[687]-1| Random: [0]
Element[688]-1| Random: [0]
Element[689]-1| Random: [1]
Element[690]-1| Random: [0]
Element[691]-1| Random: [0]
Element[692]-1| Random: [1]
Element[693]-1| Random: [0]
Element[694]-1| Random: [0]
Element[695]-1| Random: [0]
Element[696]-1| Random: [0]
Element[697]-1| Random: [0]
Element[698]-1| Random: [1]
Element[699]-1| Random: [1]
Element[700]-1| Random: [0]
Element[701]-1| Random: [0]
Element[702]-1| Random: [0]
Element[703]-1| Random: [0]
Element[704]-1| Random: [1]
Element[705]-1| Random: [0]
Element[706]-1| Random: [0]
Element[707]-1| Random: [0]
Element[708]-1| Random: [0]
Element[709]-1| Random: [0]
Element[710]-1| Random: [0]
Element[711]-1| Random: [1]
Element[712]-1| Random: [0]
Element[713]-1| Random: [1]
Element[714]-1| Random: [0]
Element[715]-1| Random: [0]
Element[716]-1| Random: [1]
Element[717]-1| Random: [0]
Element[718]-1| Random: [1]
Element[719]-1| Random: [0]
Element[720]-1| Random: [0]
Element[721]-1| Random: [0]
Element[722]-1| Random: [0]
Element[723]-1| Random: [0]
Element[724]-1| Random: [1]
Element[725]-1| Random: [0]
Element[726]-1| Random: [0]
Element[727]-1| Random: [0]
Element[728]-1| Random: [1]
Element[729]-1| Random: [1]
Element[730]-1| Random: [1]
Element[731]-1| Random: [0]
Element[732]-1| Random: [0]
Element[733]-1| Random: [0]
Element[734]-1| Random: [1]
Element[735]-1| Random: [0]
Element[736]-1| Random: [0]
Element[737]-1| Random: [0]
Element[738]-1| Random: [0]
Element[739]-1| Random: [0]
Element[740]-1| Random: [0]
Element[741]-1| Random: [1]
Element[742]-1| Random: [1]
Element[743]-1| Random: [1]
Element[744]-1| Random: [0]
Element[745]-1| Random: [0]
Element[746]-1| Random: [1]
Element[747]-1| Random: [1]
Element[748]-1| Random: [1]
Element[749]-1| Random: [1]
Element[750]-1| Random: [1]
Element[751]-1| Random: [0]
Element[752]-1| Random: [1]
Element[753]-1| Random: [0]
Element[754]-1| Random: [0]
Element[755]-1| Random: [1]
Element[756]-1| Random: [0]
Element[757]-1| Random: [1]
Element[758]-1| Random: [1]
Element[759]-1| Random: [0]
Element[760]-1| Random: [1]
Element[761]-1| Random: [0]
Element[762]-1| Random: [0]
Element[763]-1| Random: [0]
Element[764]-1| Random: [1]
Element[765]-1| Random: [0]
Element[766]-1| Random: [1]
Element[767]-1| Random: [1]
Element[768]-1| Random: [0]
Element[769]-1| Random: [0]
Element[770]-1| Random: [0]
Element[771]-1| Random: [1]
Element[772]-1| Random: [1]
Element[773]-1| Random: [1]
Element[774]-1| Random: [1]
Element[775]-1| Random: [0]
Element[776]-1| Random: [0]
Element[777]-1| Random: [0]
Element[778]-1| Random: [1]
Element[779]-1| Random: [1]
Element[780]-1| Random: [0]
Element[781]-1| Random: [0]
Element[782]-1| Random: [1]
Element[783]-1| Random: [0]
Element[784]-1| Random: [1]
Element[785]-1| Random: [0]
Element[786]-1| Random: [0]
Element[787]-1| Random: [0]
Element[788]-1| Random: [0]
Element[789]-1| Random: [1]
Element[790]-1| Random: [0]
Element[791]-1| Random: [0]
Element[792]-1| Random: [0]
Element[793]-1| Random: [0]
Element[794]-1| Random: [1]
Element[795]-1| Random: [1]
Element[796]0| Random: [0]
Element[797]0| Random: [1]
Element[798]-1| Random: [0]
Element[799]-1| Random: [1]
Element[800]-1| Random: [0]
Element[801]-1| Random: [1]
Element[802]-1| Random: [1]
Element[803]-1| Random: [0]
Element[804]-1| Random: [0]
Element[805]-1| Random: [1]
Element[806]-1| Random: [0]
Element[807]-1| Random: [1]
Element[808]-1| Random: [1]
Element[809]-1| Random: [0]
Element[810]-1| Random: [1]
Element[811]-1| Random: [0]
Element[812]-1| Random: [1]
Element[813]-1| Random: [0]
Element[814]-1| Random: [1]
Element[815]-1| Random: [1]
Element[816]-1| Random: [1]
Element[817]-1| Random: [1]
Element[818]-1| Random: [0]
Element[819]-1| Random: [1]
Element[820]-1| Random: [1]
Element[821]-1| Random: [0]
Element[822]-1| Random: [0]
Element[823]-1| Random: [0]
Element[824]-1| Random: [0]
Element[825]-1| Random: [0]
Element[826]-1| Random: [0]
Element[827]-1| Random: [1]
Element[828]-1| Random: [1]
Element[829]-1| Random: [0]
Element[830]-1| Random: [0]
Element[831]-1| Random: [1]
Element[832]-1| Random: [0]
Element[833]-1| Random: [1]
Element[834]-1| Random: [0]
Element[835]-1| Random: [0]
Element[836]-1| Random: [1]
Element[837]-1| Random: [1]
Element[838]-1| Random: [1]
Element[839]-1| Random: [1]
Element[840]-1| Random: [0]
Element[841]-1| Random: [1]
Element[842]-1| Random: [0]
Element[843]-1| Random: [0]
Element[844]-1| Random: [1]
Element[845]-1| Random: [1]
Element[846]-1| Random: [1]
Element[847]-1| Random: [0]
Element[848]-1| Random: [0]
Element[849]-1| Random: [0]
Element[850]-1| Random: [1]
Element[851]-1| Random: [0]
Element[852]-1| Random: [0]
Element[853]-1| Random: [1]
Element[854]-1| Random: [0]
Element[855]-1| Random: [0]
Element[856]-1| Random: [1]
Element[857]-1| Random: [1]
Element[858]-1| Random: [1]
Element[859]-1| Random: [1]
Element[860]-1| Random: [1]
Element[861]-1| Random: [1]
Element[862]-1| Random: [0]
Element[863]-1| Random: [0]
Element[864]-1| Random: [1]
Element[865]-1| Random: [0]
Element[866]-1| Random: [1]
Element[867]-1| Random: [0]
Element[868]-1| Random: [1]
Element[869]-1| Random: [0]
Element[870]-1| Random: [1]
Element[871]-1| Random: [1]
Element[872]-1| Random: [1]
Element[873]-1| Random: [0]
Element[874]-1| Random: [1]
Element[875]-1| Random: [1]
Element[876]-1| Random: [0]
Element[877]-1| Random: [0]
Element[878]-1| Random: [1]
Element[879]-1| Random: [0]
Element[880]-1| Random: [0]
Element[881]-1| Random: [1]
Element[882]-1| Random: [1]
Element[883]-1| Random: [1]
Element[884]-1| Random: [0]
Element[885]-1| Random: [1]
Element[886]-1| Random: [0]
Element[887]-1| Random: [0]
Element[888]-1| Random: [0]
Element[889]-1| Random: [0]
Element[890]-1| Random: [1]
Element[891]-1| Random: [0]
Element[892]-1| Random: [0]
Element[893]-1| Random: [1]
Element[894]-1| Random: [1]
Element[895]-1| Random: [1]
Element[896]-1| Random: [1]
Element[897]-1| Random: [0]
Element[898]-1| Random: [0]
Element[899]-1| Random: [1]
Element[900]-1| Random: [1]
Element[901]-1| Random: [0]
Element[902]-1| Random: [0]
Element[903]-1| Random: [1]
Element[904]-1| Random: [0]
Element[905]-1| Random: [1]
Element[906]-1| Random: [0]
Element[907]-1| Random: [1]
Element[908]-1| Random: [1]
Element[909]-1| Random: [1]
Element[910]-1| Random: [0]
Element[911]-1| Random: [1]
Element[912]-1| Random: [1]
Element[913]-1| Random: [1]
Element[914]-1| Random: [1]
Element[915]-1| Random: [0]
Element[916]-1| Random: [1]
Element[917]-1| Random: [1]
Element[918]-1| Random: [1]
Element[919]-1| Random: [0]
Element[920]-1| Random: [0]
Element[921]-1| Random: [1]
Element[922]-1| Random: [0]
Element[923]-1| Random: [1]
Element[924]-1| Random: [0]
Element[925]-1| Random: [0]
Element[926]-1| Random: [0]
Element[927]-1| Random: [1]
Element[928]-1| Random: [0]
Element[929]-1| Random: [1]
Element[930]-1| Random: [0]
Element[931]-1| Random: [1]
